-2.16; -0.42; 8.87
-3.89; -0.82; 8.99
-3.64; -0.26; 9.08
-3.34; -0.09; 8.99
-3.53; -0.55; 8.92
-3.53; -0.55; 8.76
-3.75; -1.1; 8.93
-3.6; -1.38; 8.65
-3.66; -1.25; 9.48
-3.43; -0.81; 8.99
-3.71; -0.85; 8.79
-3.82; -0.82; 8.86
-3.95; -0.8; 9.06
-2.49; -0.94; 9.15
-3.54; -0.83; 9.13
-4.67; -0.92; 8.76
-2.82; -0.89; 9.27
-3.3; -0.94; 9.07
-3.0; -0.86; 9.02
-4.34; -0.76; 9.09
-3.28; -1.16; 9.06
-3.34; -0.69; 9.07
-3.26; -0.61; 9.09
-3.36; -0.69; 9.08
-3.44; -0.65; 8.99
-3.27; -0.63; 9.03
-3.25; -0.33; 9.03
-3.36; -0.21; 9.13
-3.21; 0.04; 8.97
-3.39; -0.37; 9.13
-3.16; -0.19; 9.01
-3.26; 0.12; 9.15
-3.21; -0.13; 9.19
-3.35; -0.41; 9.06
-3.31; -0.16; 9.09
-3.31; -0.19; 9.14
-3.32; -0.19; 9.1
-3.31; -0.19; 9.13
-3.3; -0.27; 9.03
-3.33; -0.11; 9.17
-3.28; -0.16; 9.41
-3.12; -0.22; 9.19
-3.78; -0.33; 8.78
-3.53; -0.03; 9.1
-3.12; -0.19; 9.14
-3.09; -0.14; 9.09
-3.13; -0.26; 9.14
-3.3; -0.009999999; 9.05
-3.32; -0.06; 9.17
-3.53; -0.28; 8.86
-3.25; -0.1; 9.22
-3.06; -0.04; 9.12
-3.19; -0.05; 9.22
-3.27; -0.33; 8.97
-3.19; -0.22; 9.17
-3.09; -0.43; 9.36
-1.71; -0.37; 9.45
-2.55; 0.009999999; 9.98
-1.73; -0.39; 9.58
-1.69; -0.36; 9.64
-1.41; -0.32; 9.72
-1.23; -0.3; 9.62
-1.03; -0.34; 9.67
-1.64; -0.58; 9.53
-0.71; -0.86; 9.47
-0.71; -0.58; 9.67
-1.48; -0.78; 9.67
-1.22; -0.57; 9.57
-0.65; -0.94; 9.74
-0.79; -0.83; 9.83
-0.36; -0.41; 9.56
-0.67; -1.16; 9.47
-1.82; -1.07; 9.65
-1.36; -1.4; 9.68
-0.39; -0.93; 9.5
-1.63; -1.19; 9.51
-1.74; -1.1; 9.5
-1.27; -1.59; 9.45
-2.28; -1.47; 9.34
-2.0; -1.47; 9.26
-2.16; -1.29; 9.27
-2.09; -1.01; 9.46
-2.22; -0.56; 9.96
-1.57; -0.48; 9.59
-1.76; -0.4; 9.44
-2.4; -0.09; 9.67
-1.95; -0.15; 9.37
-1.88; 0.05; 9.51
-2.6; -0.41; 9.32
-2.41; -0.42; 9.33
-2.29; -0.18; 9.42
-2.72; -0.16; 9.24
-2.62; -0.18; 9.37
-2.82; -0.25; 9.3
-2.68; -0.23; 9.16
-2.56; -0.06; 9.41
-2.7; -0.14; 9.42
-2.61; -0.14; 9.37
-2.6; -0.07; 9.22
-2.59; -0.13; 9.43
-2.63; -0.07; 9.24
-2.54; -0.1; 9.34
-2.61; -0.11; 9.3
-2.62; -0.13; 9.32
-2.62; -0.12; 9.28
-2.58; -0.11; 9.3
-2.57; -0.11; 9.38
-2.63; -0.05; 9.45
-2.64; -0.18; 9.33
-2.51; -0.02; 9.24
-2.63; -0.23; 9.41
-2.63; -0.15; 9.38
-2.38; -0.13; 9.48
-2.35; -0.009999999; 9.43
-2.48; -0.15; 9.31
-2.39; -0.11; 9.3
-2.23; -0.25; 9.67
-2.48; -0.34; 9.71
-2.62; -0.34; 9.66
-3.54; -0.28; 9.24
-3.11; -0.44; 9.11
-2.96; -0.49; 9.09
-3.33; -1.01; 9.16
-3.03; -0.9599999; 9.15
-3.15; -0.99; 9.0
-3.29; -1.37; 9.01
-3.27; -1.47; 8.87
-3.37; -1.79; 8.97
-3.36; -1.58; 9.04
-3.26; -0.92; 9.07
-3.52; -1.06; 9.19
-3.43; -1.14; 8.67
-3.59; -0.85; 8.93
-3.31; -1.04; 8.97
-3.34; -1.82; 8.85
-3.33; -1.16; 9.18
-3.16; -0.62; 9.07
-3.26; -0.4; 9.16
-3.3; -0.79; 9.14
-3.61; -0.8; 9.35
-2.59; -0.15; 9.15
-3.6; -0.51; 9.24
-3.08; -0.67; 9.02
-3.24; -0.59; 9.17
-3.31; -0.43; 9.13
-3.19; -0.43; 9.35
-3.24; -0.6; 9.14
-3.42; -0.7; 9.07
-3.3; -0.79; 9.1
-3.38; -0.57; 9.06
-3.37; -0.71; 8.98
-3.31; -0.68; 9.21
-3.34; -0.67; 9.11
-3.4; -0.69; 8.99
-3.13; -0.8; 9.21
-4.44; -1.0; 9.08
-2.54; -0.75; 8.88
-2.94; -0.85; 9.11
-3.76; -0.99; 9.02
-3.3; -0.83; 8.99
-3.12; -0.92; 9.16
-3.55; -0.88; 9.04
-3.4; -0.82; 8.95
-3.36; -0.91; 8.99
-3.36; -0.91; 9.0
-3.45; -0.95; 9.03
-3.4; -0.92; 8.99
-3.43; -0.83; 9.1
-3.42; -0.89; 8.99
-3.38; -0.98; 8.95
-3.41; -0.92; 8.93
-3.4; -0.9; 8.99
-3.41; -0.94; 8.97
-3.4; -0.88; 8.97
-3.38; -0.91; 8.99
-3.43; -0.93; 8.96
-3.43; -1.02; 8.91
-3.37; -0.89; 8.99
-3.51; -0.94; 8.94
-3.42; -0.9599999; 9.01
-3.51; -0.95; 9.01
-3.52; -0.9700001; 8.96
-3.47; -0.95; 8.96
-3.46; -0.95; 8.99
-3.44; -0.95; 8.97
-3.45; -1.0; 8.97
-3.45; -0.87; 9.09
-3.45; -0.89; 8.99
-3.41; -0.92; 9.06
-3.41; -0.93; 9.07
-3.44; -0.92; 9.04
-3.42; -0.89; 9.03
-3.39; -0.9; 8.98
-3.42; -0.91; 9.03
-3.44; -1.02; 8.93
-3.37; -0.86; 9.03
-3.49; -0.91; 9.05
-3.31; -0.82; 9.06
-3.47; -0.91; 9.03
-3.45; -0.89; 9.01
-3.43; -0.86; 9.01
-3.47; -0.89; 9.02
-3.47; -0.9; 9.01
-3.52; -0.92; 9.04
-3.45; -0.88; 9.23
-3.53; -0.88; 8.88
-3.57; -0.84; 8.98
-3.44; -0.83; 8.93
-3.55; -0.93; 8.81
-3.55; -0.9; 8.91
-3.47; -0.94; 8.87
-3.44; -0.86; 8.82
-3.53; -0.9; 9.0
-3.52; -0.91; 9.01
-3.52; -0.94; 8.87
-3.52; -0.93; 9.05
-3.44; -0.95; 8.93
-3.39; -0.84; 9.05
-3.6; -0.93; 9.01
-3.48; -0.82; 8.91
-3.52; -0.99; 9.15
-3.44; -0.86; 9.06
-3.46; -0.9700001; 9.15
-3.27; -0.6; 9.11
-3.47; -0.55; 9.14
-3.35; -0.8; 9.11
-3.16; -0.74; 9.19
-3.29; -0.67; 9.12
-3.47; -0.54; 8.92
-3.12; -0.56; 9.49
-3.46; -1.06; 8.82
-3.83; -0.46; 8.98
-3.6; -0.6; 9.0
-3.03; -0.7; 9.22
-3.11; -0.88; 8.63
-3.76; -0.76; 8.72
-3.5; -0.72; 8.99
-3.08; -0.98; 9.11
-3.59; -0.87; 8.98
-3.41; -0.8; 9.0
-3.44; -0.95; 9.01
-3.59; -0.92; 8.92
-3.51; -0.94; 8.86
-3.53; -0.9700001; 8.89
-3.54; -0.92; 9.0
-3.74; -0.88; 8.88
-3.28; -0.88; 9.2
-3.39; -0.73; 9.06
-3.61; -0.32; 9.04
-3.59; -0.91; 8.84
-3.4; -1.15; 8.99
-3.3; -0.89; 8.98
-3.5; -1.01; 8.94
-3.39; -0.92; 8.99
-3.45; -1.02; 8.91
-3.59; -1.17; 8.84
-2.91; -0.9700001; 8.48
-3.38; -1.08; 8.98
-3.39; -0.99; 8.96
-3.69; -1.4; 9.14
-2.85; -4.89; 7.7
-3.28; -0.66; 9.05
-3.42; -0.82; 8.9
-4.14; -1.08; 9.19
-4.97; -0.34; 8.86
-2.36; -0.02; 8.84
-1.75; -0.009999999; 8.67
-3.5; -0.41; 9.23
-3.48; -0.53; 9.1
-3.25; -0.87; 9.05
-3.17; -0.13; 9.32
-3.96; 0.59; 9.17
-2.43; -0.3; 9.18
-2.58; -0.42; 9.39
-3.69; -0.61; 9.25
-3.26; -0.57; 9.08
-3.19; -0.65; 9.07
-3.38; -0.85; 9.02
-3.86; -0.57; 9.07
-2.97; -0.73; 9.26
-3.79; -0.36; 9.25
-1.99; -0.79; 9.15
-3.0; -0.45; 9.32
-2.83; -0.57; 9.23
-2.62; -0.54; 8.98
-3.14; -0.42; 9.17
