"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
4.437505547E0;-5.770291805E0;1.017368412E1;9.855438232E0;1.529476312E1
4.439680809E0;-5.085346222E0;9.257232666E0;9.622138023E0;1.428784949E1
4.441849368E0;-4.433900356E0;8.413164139E0;9.407382011E0;1.337683219E1
4.444020694E0;-3.859622955E0;7.664210796E0;9.335597992E0;1.268030782E1
4.446192996E0;-3.337389469E0;7.048657417E0;9.425328255E0;1.223350124E1
4.448364587E0;-2.786442041E0;6.427121639E0;9.911669731E0;1.213727106E1
4.450533532E0;-2.470589399E0;6.151348591E0;9.535996437E0;1.161370438E1
4.452703748E0;-2.045265198E0;5.952744484E0;8.849256516E0;1.085944831E1
4.454874819E0;-1.634297848E0;5.806184292E0;8.358129501E0;1.030732915E1
4.457049533E0;-1.237687469E0;5.688337803E0;7.527820110E0;9.516151157E0
4.459232720E0;-8.602197170E-1;5.738586903E0;6.552744865E0;8.752703746E0
4.461402897E0;-6.646065116E-1;5.797809124E0;5.587240696E0;8.079204852E0
4.463574863E0;-5.599204898E-1;5.889933109E0;4.679164886E0;7.543169561E0
4.465742008E0;-4.749752879E-1;6.096911907E0;3.894318819E0;7.250079682E0
4.467910902E0;-3.511467278E-1;6.517450809E0;3.944568157E0;7.626276092E0
4.470084710E0;-3.661018610E-1;6.966702938E0;4.157529354E0;8.121208699E0
4.472254611E0;-4.049852192E-1;7.501499176E0;4.278367043E0;8.645283539E0
4.474426740E0;-4.636093974E-1;8.041678429E0;4.328018188E0;9.144138399E0
4.476590742E0;-4.546363056E-1;8.676973343E0;4.482355118E0;9.776915054E0
4.478745274E0;-5.174478889E-1;9.259625435E0;4.651647091E0;1.037527041E1
4.480941196E0;-7.190431952E-1;9.823135376E0;4.782055855E0;1.094893008E1
4.483111241E0;-9.876375198E-1;1.040040398E1;5.017749310E0;1.158972126E1
4.485287743E0;-1.141376376E0;1.096869946E1;5.291727066E0;1.223182256E1
4.487447382E0;-1.275972724E0;1.152263737E1;5.584847927E0;1.286817021E1
4.489606236E0;-1.482353687E0;1.215254784E1;5.834897995E0;1.356199934E1
4.491791549E0;-1.531406522E0;1.279262829E1;5.970092297E0;1.419994882E1
4.493952611E0;-1.790429592E0;1.358106327E1;5.907878876E0;1.491824221E1
4.496141321E0;-2.136192322E0;1.451246929E1;5.682953835E0;1.573121250E1
4.498307856E0;-2.496910334E0;1.571725559E1;5.270191669E0;1.676429554E1
4.500482426E0;-3.063411236E0;1.726062584E1;4.735395908E0;1.815868022E1
4.502649459E0;-3.731008768E0;1.903310966E1;4.075575352E0;1.981893046E1
4.504818526E0;-4.250251293E0;2.085883331E1;3.659224033E0;2.159966397E1
4.506988672E0;-4.946562767E0;2.280778694E1;3.342175007E0;2.357612695E1
4.509158655E0;-5.714658737E0;2.470888519E1;3.193221807E0;2.556135750E1
4.511328181E0;-6.333801746E0;2.625644302E1;3.212962627E0;2.720001790E1
4.513505691E0;-6.976274490E0;2.768376160E1;3.391227961E0;2.874994763E1
4.515677240E0;-7.254439831E0;2.849971390E1;3.716053486E0;2.964236230E1
4.517849410E0;-7.322037220E0;2.889572716E1;4.048655987E0;3.008266764E1
4.520013615E0;-7.354938507E0;2.860858727E1;4.246063709E0;2.984251066E1
4.522171565E0;-6.884748936E0;2.736192703E1;4.467998028E0;2.856637578E1
4.524345789E0;-6.346364021E0;2.566122818E1;4.549354076E0;2.682296759E1
4.526529922E0;-5.516652584E0;2.371287155E1;4.613361835E0;2.477936320E1
4.528704218E0;-4.652843475E0;2.155873299E1;4.615755081E0;2.253293402E1
4.530875646E0;-3.879363775E0;1.917129517E1;4.332803726E0;2.003400134E1
4.533043126E0;-3.244069338E0;1.647697639E1;4.080360889E0;1.728190042E1
4.535207646E0;-2.613560438E0;1.367258835E1;3.966701746E0;1.447429076E1
4.537385950E0;-1.840080619E0;1.094058323E1;3.943969965E0;1.177442810E1
4.539550267E0;-1.085145116E0;8.275577545E0;3.437887907E0;9.026726809E0
4.541704595E0;-5.084748268E-1;5.787639618E0;2.624926329E0;6.375386830E0
4.543883988E0;-3.589233849E-3;3.615555048E0;1.680957913E0;3.987213400E0
4.546054967E0;3.912265003E-1;1.825125456E0;6.729813814E-1;1.984198842E0
4.548231155E0;7.034898400E-1;4.558327198E-1;-2.129612118E-1;8.648895312E-1
4.550400691E0;9.918249846E-1;-6.227321029E-1;-9.667003751E-1;1.518559083E0
4.552571519E0;1.269990563E0;-1.434497118E0;-1.406979680E0;2.377025417E0
4.554741888E0;1.591227055E0;-1.944766641E0;-1.489532113E0;2.921100262E0
4.556912725E0;1.921436548E0;-2.106880426E0;-1.244866014E0;3.111359017E0
4.559083817E0;2.265404940E0;-1.930409670E0;-7.818548083E-1;3.077310185E0
4.561252091E0;2.609373093E0;-1.548156261E0;-1.722832322E-1;3.038963188E0
4.563415675E0;2.928814888E0;-1.104287624E0;5.712863803E-1;3.181788166E0
4.565592900E0;3.220141172E0;-7.172485590E-1;1.357926846E0;3.567593024E0
4.567758774E0;3.473181963E0;-4.217349887E-1;1.997408748E0;4.028708857E0
4.569942135E0;3.640679598E0;-2.309073806E-1;2.565105915E0;4.459555416E0
4.572107479E0;3.712464333E0;-7.357929647E-2;3.075375319E0;4.821383482E0
4.574273138E0;3.635894060E0;6.460621208E-2;3.303889751E0;4.913205376E0
4.576449407E0;3.477967739E0;1.549352705E-1;3.155534744E0;4.698687482E0
4.578612738E0;3.176471949E0;2.554338276E-1;2.987439156E0;4.368067443E0
4.580796007E0;2.740978241E0;4.217349887E-1;2.737389088E0;3.896680784E0
4.582964707E0;2.324627161E0;6.939185858E-1;2.300698996E0;3.343445874E0
4.585139756E0;1.841277003E0;1.071984529E0;1.729412556E0;2.744142785E0
4.587311957E0;1.366899967E0;1.387238979E0;1.206580877E0;2.291000855E0
4.589489885E0;8.500502706E-1;1.644467354E0;7.698906660E-1;2.004891513E0
4.591648506E0;3.571287692E-1;2.122433662E0;1.788634956E-1;2.159689274E0
4.593819149E0;-6.460621208E-2;2.681756020E0;-4.600201547E-1;2.721692094E0
4.595987768E0;-4.821537733E-1;3.298506021E0;-1.189831018E0;3.539535575E0
4.598159115E0;-8.703892231E-1;3.982254982E0;-2.020738840E0;4.549650272E0
4.600322995E0;-1.259222865E0;4.680959225E0;-2.813361168E0;5.604642946E0
4.602505765E0;-1.642672777E0;5.345565796E0;-3.591028690E0;6.645971305E0
4.604676235E0;-2.060220242E0;6.034100533E0;-4.340580463E0;7.713333614E0
4.606848365E0;-2.477169752E0;6.712465763E0;-4.884947300E0;8.663502567E0
4.609015469E0;-2.937189817E0;7.347760201E0;-5.261219025E0;9.502478077E0
4.611183266E0;-3.411566973E0;8.164909363E0;-5.567500114E0;1.045474015E1
4.613355151E0;-3.896113396E0;8.995218277E0;-5.557928562E0;1.126872758E1
4.615530015E0;-4.394418716E0;9.873982430E0;-5.462814331E0;1.210986314E1
4.617701830E0;-4.940580368E0;1.081376362E1;-5.319842815E0;1.302488179E1
4.619871426E0;-5.525625706E0;1.184985638E1;-5.115854740E0;1.404007141E1
4.622033485E0;-6.114858150E0;1.283270741E1;-4.834698200E0;1.501479857E1
4.624212674E0;-6.670591354E0;1.376291752E1;-4.453042984E0;1.592935276E1
4.626383359E0;-7.269395351E0;1.458365536E1;-4.070789337E0;1.679578632E1
4.628558266E0;-7.801199913E0;1.533201122E1;-3.788436413E0;1.761481021E1
4.630727180E0;-8.322834969E0;1.598585033E1;-3.568296671E0;1.837252661E1
4.632898862E0;-8.787042618E0;1.633819389E1;-3.278765202E0;1.883876320E1
4.635069455E0;-9.212367058E0;1.652782440E1;-2.964707375E0;1.915270676E1
4.637241218E0;-9.551549911E0;1.644586945E1;-2.769093990E0;1.921891280E1
4.639411934E0;-9.876375198E0;1.620060539E1;-2.452643156E0;1.913159326E1
4.641585010E0;-1.010488987E1;1.563589954E1;-1.986042738E0;1.872256712E1
4.643766854E0;-1.024187946E1;1.480798340E1;-1.484746456E0;1.806590544E1
4.645940122E0;-1.024965572E1;1.394178104E1;-9.643075466E-1;1.733085659E1
4.648110898E0;-1.012881851E1;1.309531975E1;-3.619144261E-1;1.655932806E1
4.650278654E0;-9.931410789E0;1.229193020E1;2.398804724E-1;1.580449338E1
4.652448587E0;-9.633503914E0;1.158903790E1;7.357929349E-1;1.508812739E1
4.654614388E0;-9.264410973E0;1.096750259E1;1.207777262E0;1.440743384E1
4.656765185E0;-8.852247238E0;1.037527943E1;1.612762451E0;1.373352493E1
4.658961810E0;-8.349156380E0;9.845269203E0;2.003390789E0;1.306335763E1
4.661132302E0;-7.813164234E0;9.367900848E0;2.383849621E0;1.242923331E1
4.663309924E0;-7.258029461E0;8.928817749E0;2.630310297E0;1.180344485E1
4.665471372E0;-6.683752060E0;8.547162056E0;2.785843849E0;1.120211796E1
4.667632831E0;-6.071189404E0;8.218747139E0;2.893520832E0;1.061977439E1
4.669817645E0;-5.496912003E0;7.899903774E0;2.852244616E0;1.003791913E1
4.671983539E0;-4.990231514E0;7.752745152E0;2.839682341E0;9.647344906E0
4.674141010E0;-4.545764923E0;7.643871784E0;2.749353170E0;9.308689352E0
4.676329761E0;-4.148556232E0;7.496713161E0;2.574079037E0;8.946346177E0
4.678500904E0;-3.828516245E0;7.411767960E0;2.321636200E0;8.659205250E0
4.680678201E0;-3.541377544E0;7.283154011E0;2.064407825E0;8.357479699E0
4.682842722E0;-3.282952785E0;7.222136974E0;1.830509305E0;8.141732358E0
4.685013833E0;-3.001197815E0;7.151548862E0;1.606780410E0;7.920453443E0
4.687181751E0;-2.790629387E0;7.075576782E0;1.406381488E0;7.734940728E0
4.689344501E0;-2.599801779E0;6.999604225E0;1.206580877E0;7.563680718E0
4.691528726E0;-2.437089920E0;6.976872444E0;9.391828775E-1;7.449712804E0
4.693697509E0;-2.274377823E0;6.943971157E0;7.722834945E-1;7.347649400E0
4.695870502E0;-2.188834429E0;6.924828529E0;5.766702294E-1;7.285382274E0
4.698034412E0;-2.117049932E0;6.954140663E0;3.804588020E-1;7.279197873E0
4.700197783E0;-2.064407825E0;6.978667259E0;2.129612118E-1;7.280723100E0
4.702381958E0;-2.011765718E0;6.978667259E0;8.434699476E-2;7.263340308E0
4.704554493E0;-2.017149448E0;7.031309128E0;4.546362907E-2;7.315071216E0
4.706728759E0;-1.988435626E0;7.117451191E0;5.922235921E-2;7.390229698E0
4.708895375E0;-1.978864312E0;7.198806763E0;3.529413417E-2;7.465920469E0
4.711059722E0;-1.983649969E0;7.284948349E0;2.991028316E-2;7.550247299E0
4.713223693E0;-2.045863390E0;7.351947784E0;-7.058826834E-2;7.631623414E0
4.715407836E0;-2.079961061E0;7.547560692E0;-2.392822690E-2;7.828951588E0
4.717579446E0;-2.046461582E0;7.652844906E0;1.184447184E-1;7.922630202E0
4.719758921E0;-2.137388945E0;7.757531166E0;9.391828626E-2;8.047144956E0
4.721941416E0;-2.190030813E0;7.858029366E0;2.691925503E-2;8.157547739E0
4.724080688E0;-2.262413740E0;7.958528042E0;-5.024927482E-2;8.274008068E0
4.726265329E0;-2.267199516E0;8.054241180E0;-2.213360928E-2;8.367286569E0
4.728428476E0;-2.267199516E0;8.130212784E0;2.991028316E-2;8.440464927E0
4.730607860E0;-2.305484533E0;8.144570351E0;6.340979785E-2;8.464827578E0
4.732775696E0;-2.315055847E0;8.120641708E0;5.383851007E-2;8.444359296E0
4.734947295E0;-2.276770830E0;8.048856735E0;1.794616925E-3;8.364674732E0
4.737119151E0;-2.295315027E0;7.905886173E0;-6.460621208E-2;8.232598692E0
4.739289245E0;-2.300100803E0;7.776673794E0;-8.315058798E-2;8.110119174E0
4.741461732E0;-2.328216314E0;7.561319351E0;-1.974078640E-2;7.911670572E0
4.743629731E0;-2.380858421E0;7.403991699E0;-1.914258115E-2;7.777399716E0
4.745789957E0;-2.437688112E0;7.231110096E0;6.819544733E-2;7.631246764E0
4.747974141E0;-2.533401012E0;7.068397999E0;1.453639716E-1;7.510093318E0
4.750143637E0;-2.614158630E0;6.924828529E0;1.794617027E-1;7.404004458E0
4.752317852E0;-2.733201742E0;6.800402164E0;1.848455518E-1;7.331441143E0
4.754483490E0;-2.857628345E0;6.695117950E0;1.609173268E-1;7.281245671E0
4.756651652E0;-2.962912560E0;6.604190350E0;8.973085135E-2;7.238938640E0
4.758817831E0;-3.105883837E0;6.556334019E0;-1.495514158E-2;7.254809014E0
4.760998892E0;-3.254238844E0;6.556334019E0;-1.585244983E-1;7.321251002E0
4.763171092E0;-3.373879910E0;6.555736065E0;-2.207378894E-1;7.376277260E0
4.765336314E0;-3.507878065E0;6.622735023E0;-2.931207716E-1;7.500116499E0
4.767484233E0;-3.656233072E0;6.646663189E0;-3.505485058E-1;7.594014490E0
4.769684134E0;-3.760919094E0;6.636493683E0;-3.649054468E-1;7.636800169E0
4.771861096E0;-3.837489367E0;6.722635269E0;-3.607180119E-1;7.749210739E0
4.774060884E0;-3.952943087E0;6.899106026E0;-4.097708762E-1;7.961867568E0
4.776197938E0;-4.010370731E0;7.009175777E0;-5.629115105E-1;8.094966822E0
4.778371318E0;-4.034298897E0;7.128817081E0;-6.544370055E-1;8.217292033E0
4.780531821E0;-4.053441525E0;7.124031067E0;-6.065805554E-1;8.218889633E0
4.782708772E0;-4.063013077E0;7.095317364E0;-4.917250574E-1;8.191055932E0
4.784879405E0;-4.177868366E0;7.085147858E0;-4.301098585E-1;8.236437260E0
4.787046418E0;-4.244867325E0;7.133004189E0;-4.348955154E-1;8.311906007E0
4.789203727E0;-4.268795490E0;7.137789726E0;-5.306084156E-1;8.333798798E0
4.791394747E0;-4.268795490E0;7.123433113E0;-6.071787477E-1;8.326738875E0
4.793565879E0;-4.173082829E0;7.128218651E0;-5.258227587E-1;8.276630413E0
4.795742901E0;-4.086941242E0;7.147361279E0;-4.348955154E-1;8.244816315E0
4.797905784E0;-4.015156269E0;7.200003147E0;-3.445664644E-1;8.251075762E0
4.800077201E0;-3.905684710E0;7.233502865E0;-2.775674164E-1;8.225264763E0
4.802248303E0;-3.829114437E0;7.247859955E0;-2.105683982E-1;8.199873801E0
4.804420096E0;-3.723830223E0;7.238288403E0;-1.627119333E-1;8.141634093E0
4.806590089E0;-3.690330744E0;7.262216568E0;-1.196411327E-1;8.146940805E0
4.808768180E0;-3.642474174E0;7.295716286E0;-3.409772366E-2;8.154523707E0
4.810962841E0;-3.585046530E0;7.295716286E0;-1.914258115E-2;8.128985249E0
4.813113335E0;-3.527618885E0;7.210172653E0;-3.828516230E-2;8.026963962E0
4.815275209E0;-3.431905985E0;7.147959232E0;2.452643216E-2;7.929180375E0
4.817439333E0;-3.384049416E0;7.104888439E0;5.802594870E-2;7.869853696E0
4.819610577E0;-3.369692564E0;7.037889481E0;8.255238086E-2;7.803430734E0
4.821771181E0;-3.326621771E0;6.966702938E0;1.310070455E-1;7.721303328E0
4.823944867E0;-3.293122053E0;6.928418159E0;2.219343036E-1;7.674430655E0
4.826127962E0;-3.302693367E0;6.880561352E0;2.171486616E-1;7.635251242E0
4.828302696E0;-3.278167009E0;6.765706062E0;1.986042857E-1;7.520678236E0
4.830473575E0;-3.239881754E0;6.660421848E0;2.087737769E-1;7.409564054E0
4.832636762E0;-3.230310678E0;6.546164513E0;1.088734269E-1;7.300618489E0
4.834796125E0;-3.163311481E0;6.412764549E0;3.349951655E-2;7.150609129E0
4.836985812E0;-3.125026464E0;6.360122681E0;5.982056609E-4;7.086391979E0
4.839155957E0;-3.091526747E0;6.340980053E0;-2.811566554E-2;7.054527351E0
4.841331658E0;-3.096312523E0;6.307480335E0;-1.190429255E-1;7.027491063E0
4.843495517E0;-3.120240688E0;6.317051888E0;-1.573280841E-1;7.047396585E0
4.845663098E0;-3.187239647E0;6.374479294E0;-1.812563092E-1;7.129189062E0
4.847841514E0;-3.215953588E0;6.431907177E0;-1.387837082E-1;7.192429933E0
4.850011396E0;-3.254238844E0;6.441478729E0;-1.244267747E-1;7.217908332E0
4.852179701E0;-3.306880951E0;6.460022926E0;-1.052841991E-1;7.257991636E0
4.854338544E0;-3.335594654E0;6.483951092E0;-6.281159073E-2;7.291896787E0
4.856526075E0;-3.412165165E0;6.550950050E0;-1.196411322E-3;7.386326496E0
4.858716769E0;-3.483949661E0;6.650850773E0;1.130608693E-1;7.508961580E0
4.860868869E0;-3.527020693E0;6.731608391E0;2.656033039E-1;7.604273247E0
4.863038781E0;-3.603590965E0;6.860222340E0;4.271188378E-1;7.760860062E0
4.865204043E0;-3.723232031E0;7.055835724E0;5.359922647E-1;7.995909093E0
4.867378960E0;-3.833301783E0;7.251449108E0;7.118647099E-1;8.233132338E0
4.869550265E0;-3.924229145E0;7.351349354E0;8.303094506E-1;8.374444787E0
4.871718754E0;-3.976871252E0;7.490133286E0;9.302098155E-1;8.531288994E0
4.873886875E0;-4.019941807E0;7.604390144E0;1.072582722E0;8.668166778E0
4.876065870E0;-4.092324734E0;7.742575645E0;1.153340459E0;8.833164414E0
4.878247643E0;-4.173680782E0;7.866404533E0;1.157527924E0;8.979966729E0
4.880408440E0;-4.164109707E0;7.905287743E0;1.104287624E0;9.002934805E0
4.882576196E0;-4.135395527E0;7.895716667E0;1.076171994E0;8.977860770E0
4.884741438E0;-4.116253376E0;7.862216949E0;9.900303483E-1;8.929622462E0
4.886915724E0;-4.068396568E0;7.881359577E0;8.943174481E-1;8.914453607E0
4.889086592E0;-4.010969162E0;7.881958008E0;8.231309652E-1;8.882042571E0
4.891259180E0;-3.978067636E0;7.905886173E0;6.891329288E-1;8.877103272E0
4.893430129E0;-3.911068678E0;7.853842258E0;5.461617708E-1;8.790767265E0
4.895602450E0;-3.824927092E0;7.801798344E0;4.408775866E-1;8.700143545E0
4.897776360E0;-3.767499208E0;7.797012806E0;2.500499785E-1;8.663139383E0
4.899954166E0;-3.705285788E0;7.744968891E0;8.315058798E-2;8.586070109E0
4.902112726E0;-3.700500250E0;7.797610760E0;-1.130608693E-1;8.631872243E0
4.904272343E0;-3.715455294E0;7.888537884E0;-1.854437590E-1;8.721698652E0
4.906454187E0;-3.777668715E0;8.051250458E0;-2.243271172E-1;8.896276609E0
4.908625614E0;-3.854238987E0;8.261219978E0;-2.159522474E-1;9.118637457E0
4.910795445E0;-3.969692707E0;8.533403397E0;-1.268195957E-1;9.412412917E0
4.912971369E0;-4.094119549E0;8.796015739E0;-4.725824669E-2;9.702264741E0
4.915142389E0;-4.243072987E0;9.134600639E0;1.423729509E-1;1.007297708E1
4.917314406E0;-4.405784607E0;9.473184586E0;3.361915946E-1;1.045299904E1
4.919485173E0;-4.526023865E0;9.798010826E0;5.778666735E-1;1.080832263E1
4.921662480E0;-4.645665169E0;1.014138031E1;8.626125455E-1;1.118811422E1
4.923817957E0;-4.727619171E0;1.047996521E1;1.180858016E0;1.155744260E1
4.925984817E0;-4.808975220E0;1.075693417E1;1.456630826E0;1.187264287E1
4.928148014E0;-4.823332310E0;1.101416302E1;1.679761529E0;1.214075452E1
4.930327082E0;-4.886143684E0;1.127198887E1;1.807777524E0;1.241773702E1
4.932519556E0;-4.833501816E0;1.133898830E1;1.931606054E0;1.247663807E1
4.934710707E0;-4.785645485E0;1.138684464E1;2.021935225E0;1.251602395E1
4.936854283E0;-4.809573650E0;1.140598774E1;1.940579176E0;1.252974072E1
4.939021622E0;-4.819144726E0;1.133420277E1;1.744965911E0;1.243918061E1
4.941186895E0;-4.862215519E0;1.122951698E1;1.621735573E0;1.234395470E1
4.943362361E0;-4.938786030E0;1.110030460E1;1.416550994E0;1.223172050E1
4.945529169E0;-5.024329185E0;1.093819046E1;1.140179992E0;1.209081903E1
4.947704290E0;-5.215754986E0;1.077129078E1;7.920243144E-1;1.199383624E1
4.949876226E0;-5.397011280E0;1.058465099E1;4.342973232E-1;1.188912030E1
4.952055477E0;-5.621338367E0;1.044646549E1;8.135596663E-2;1.186316590E1
4.954246312E0;-5.889334679E0;1.029332447E1;-2.428714931E-1;1.186152512E1
4.956382808E0;-6.166304111E0;1.020239735E1;-5.676971674E-1;1.193459250E1
4.958537929E0;-6.414559364E0;1.002532864E1;-8.344969153E-1;1.193105910E1
4.960725459E0;-6.682555676E0;9.900901794E0;-9.822536707E-1;1.198537563E1
4.962903438E0;-6.945167542E0;9.833304405E0;-1.044467092E0;1.208387931E1
4.965087153E0;-7.222136974E0;9.808777809E0;-9.822536707E-1;1.222031943E1
4.967270075E0;-7.466204643E0;9.779465675E0;-9.014959335E-1;1.233672791E1
4.969418361E0;-7.704888821E0;9.778867722E0;-6.574280262E-1;1.246690729E1
4.971586493E0;-7.872386456E0;9.820742607E0;-3.379862010E-1;1.259109560E1
4.973751217E0;-7.972286701E0;9.911071777E0;9.631111473E-2;1.271990467E1
4.975925634E0;-8.034500122E0;1.000080204E1;4.588237405E-1;1.283665661E1
4.978087571E0;-8.034500122E0;1.010070229E1;7.740781307E-1;1.292967810E1
4.980272701E0;-7.982456207E0;1.023948669E1;1.031306505E0;1.302421928E1
4.982441973E0;-7.872386456E0;1.033938694E1;1.207777262E0;1.305128793E1
4.984617702E0;-7.719843864E0;1.046381378E1;1.389033556E0;1.307733927E1
4.986792894E0;-7.552346706E0;1.060259724E1;1.483550072E0;1.310167660E1
4.988982336E0;-7.433303356E0;1.077009487E1;1.583450437E0;1.318166369E1
4.991115648E0;-7.165307522E0;1.084247780E1;1.654636860E0;1.310109842E1
4.993284013E0;-7.003193855E0;1.095254707E1;1.649851203E0;1.310438936E1
4.995461716E0;-6.798008919E0;1.106740284E1;1.668395638E0;1.309518518E1
4.997637946E0;-6.620940208E0;1.118764210E1;1.639083505E0;1.310293019E1
4.999802609E0;-6.473183632E0;1.133121204E1;1.585843205E0;1.314584997E1
5.001983924E0;-6.301498413E0;1.138923740E1;1.418943882E0;1.309339576E1
5.004154700E0;-6.224927902E0;1.153340530E1;1.135992527E0;1.315521358E1
5.006325924E0;-6.196812630E0;1.163868904E1;7.722834945E-1;1.320817895E1
5.008493730E0;-6.226124287E0;1.176850033E1;3.272185028E-1;1.331800644E1
5.010665595E0;-6.326622963E0;1.195095253E1;-1.950150430E-1;1.352366279E1
5.012836911E0;-6.480361938E0;1.218066406E1;-8.315058947E-1;1.382226718E1
5.015005286E0;-6.729215622E0;1.240080357E1;-1.349551916E0;1.417333984E1
5.017176062E0;-7.002595425E0;1.260658646E1;-1.766501307E0;1.452869201E1
5.019348151E0;-7.332805157E0;1.281655598E1;-2.087737799E0;1.491283969E1
5.021513455E0;-7.648657799E0;1.312223911E1;-2.261815548E0;1.535613672E1
5.023665698E0;-7.969295979E0;1.345125294E1;-2.325823545E0;1.580681306E1
5.025862616E0;-8.309675217E0;1.381376553E1;-2.175673962E0;1.626666461E1
5.028033220E0;-8.515457153E0;1.411406422E1;-1.871187329E0;1.658979087E1
5.030210812E0;-8.630312920E0;1.437129307E1;-1.524227977E0;1.683269546E1
5.032376493E0;-8.697312355E0;1.451904964E1;-1.128215909E0;1.696227921E1
5.034548622E0;-8.692526817E0;1.452802277E1;-7.603194118E-1;1.694702197E1
5.036720192E0;-8.524430275E0;1.426959801E1;-3.092723191E-1;1.662477032E1
5.038884753E0;-8.481359482E0;1.413560009E1;-1.746760458E-1;1.648572596E1
5.041034493E0;-8.438288689E0;1.401595879E1;-2.793620527E-1;1.636245275E1
5.043215808E0;-8.189435959E0;1.393998623E1;-1.782652885E-1;1.616854526E1
5.045386695E0;-8.174480438E0;1.364447308E1;-4.731806815E-1;1.591281483E1
5.047563006E0;-8.054839134E0;1.341117287E1;-1.045065284E0;1.567903545E1
5.049731463E0;-7.887341499E0;1.312044430E1;-1.487737536E0;1.538081849E1
5.051898954E0;-7.758129120E0;1.293021584E1;-1.850250125E0;1.519218465E1
5.054057655E0;-7.547560692E0;1.273998642E1;-2.188236237E0;1.496867744E1
5.056235654E0;-7.442276478E0;1.262094307E1;-2.536391973E0;1.486973327E1
5.058415647E0;-7.313662529E0;1.255514050E1;-2.841476917E0;1.480524243E1
5.060590035E0;-7.117451191E0;1.236909866E1;-2.959921598E0;1.457442448E1
5.062759835E0;-6.926024914E0;1.229791164E1;-2.959323406E0;1.442102794E1
5.064927508E0;-6.772884369E0;1.224048424E1;-2.849253654E0;1.427654242E1
5.067095141E0;-6.543173313E0;1.222134209E1;-2.653042078E0;1.411428183E1
5.069271177E0;-6.260820389E0;1.215972614E1;-2.331805706E0;1.387422537E1
5.071443266E0;-5.950351715E0;1.211186981E1;-1.948953986E0;1.363460661E1
5.073615722E0;-5.620141983E0;1.204487133E1;-1.546959877E0;1.338125578E1
5.075780851E0;-5.280361176E0;1.196889877E1;-1.164108157E0;1.313361716E1
5.077947273E0;-4.945366383E0;1.180618668E1;-8.333004713E-1;1.282720087E1
5.080125832E0;-4.643870354E0;1.168714428E1;-4.881358147E-1;1.258543403E1
5.082296934E0;-4.313661098E0;1.146281719E1;-1.854437590E-1;1.224900973E1
5.084469673E0;-3.959523201E0;1.121456146E1;9.810572863E-2;1.189343674E1
5.086634835E0;-3.643670797E0;1.098006535E1;4.199403822E-1;1.157646413E1
5.088793181E0;-3.379862070E0;1.079880905E1;7.028916478E-1;1.133718665E1
5.090982146E0;-3.121437073E0;1.057926750E1;8.955138922E-1;1.106644547E1
5.093151773E0;-2.872583628E0;1.032144070E1;1.030708313E0;1.076318886E1
5.095327218E0;-2.738585472E0;1.022572803E1;1.103091240E0;1.064340991E1
5.097493854E0;-2.652443886E0;1.019282627E1;1.137188911E0;1.059350577E1
5.099666523E0;-2.662015200E0;1.019761181E1;1.118046403E0;1.059847344E1
5.101833973E0;-2.729014158E0;1.031186962E1;1.102493048E0;1.072369639E1
5.103997202E0;-2.843869686E0;1.051286602E1;1.044467092E0;1.094069734E1
5.106178761E0;-2.997608662E0;1.071326542E1;9.140582681E-1;1.116222272E1
5.108349690E0;-3.155534744E0;1.088016415E1;8.075776696E-1;1.135726873E1
5.110522460E0;-3.327818155E0;1.106680489E1;6.825526357E-1;1.157645983E1
5.112690886E0;-3.514458179E0;1.126720333E1;5.377869010E-1;1.181484244E1
5.114861805E0;-3.711267948E0;1.151067352E1;4.025924206E-1;1.210087581E1
5.117032907E0;-3.873979807E0;1.177807140E1;2.578266263E-1;1.240149830E1
5.119203897E0;-4.051646709E0;1.205085278E1;5.503492057E-2;1.271384767E1
5.121375223E0;-4.228715897E0;1.227039433E1;-1.896311939E-1;1.298000674E1
5.123547759E0;-4.415954113E0;1.253839111E1;-4.731806815E-1;1.330172178E1
5.125717915E0;-4.640879631E0;1.281536007E1;-7.902296782E-1;1.365268034E1
5.127887959E0;-4.827519894E0;1.299721432E1;-1.059422255E0;1.390521139E1
5.130058492E0;-4.976472855E0;1.319761372E1;-1.261017561E0;1.416094824E1
5.132230997E0;-5.120042324E0;1.349432373E1;-1.415952802E0;1.450229391E1
5.134405720E0;-5.240281582E0;1.380000687E1;-1.498505235E0;1.483732653E1
5.136571898E0;-5.360520840E0;1.410090351E1;-1.562513232E0;1.516615017E1
5.138743225E0;-5.432305813E0;1.438744450E1;-1.573879123E0;1.545915913E1
5.140917653E0;-5.538187981E0;1.484148216E1;-1.619342685E0;1.592367387E1
5.143099345E0;-5.634499073E0;1.520459366E1;-1.664208174E0;1.630020972E1
5.145257629E0;-5.667998791E0;1.519083500E1;-2.056032896E0;1.634365166E1
5.147440755E0;-5.615356445E0;1.527637768E1;-1.779063582E0;1.637269099E1
5.149607035E0;-5.620740414E0;1.549113369E1;-1.469791293E0;1.654473428E1
5.151780213E0;-5.611168861E0;1.564846230E1;-1.150349498E0;1.666381986E1
5.153940807E0;-5.553741455E0;1.578664780E1;-8.500502706E-1;1.675663684E1
