-0.2; -0.37; 9.73
-0.25; -0.36; 9.78
-0.22; -0.4; 9.75
-0.21; -0.38; 9.74
-0.26; -0.37; 9.67
-0.18; -0.42; 9.76
-0.34; -0.44; 9.78
-0.16; -0.27; 9.71
-0.25; -0.24; 9.72
-0.36; -0.28; 9.78
-0.32; 0.07; 9.59
-0.23; -0.41; 9.76
-0.44; -0.34; 9.87
-0.34; -0.31; 9.85
-0.15; -0.34; 9.67
-0.28; -0.52; 9.67
-0.06; -0.63; 9.73
-0.11; -0.73; 9.69
-0.05; -0.8; 9.75
-0.13; -0.76; 9.71
-0.28; -0.77; 9.74
-0.13; -0.74; 9.68
-0.18; -0.67; 9.83
-0.19; -0.57; 9.73
-0.19; -0.5; 9.69
-0.34; -0.53; 9.67
-0.22; -0.42; 9.78
-0.12; -0.35; 10.0
-0.52; -0.14; 9.24
-0.39; -0.009999999; 9.79
-0.36; -0.12; 9.45
-0.15; -0.31; 9.92
-0.26; -0.23; 9.64
-0.31; -0.25; 9.84
-0.22; -0.41; 9.71
-0.17; -0.52; 9.78
-0.26; -0.34; 9.75
-0.25; -0.34; 9.75
-0.16; -0.43; 9.67
-0.25; -0.36; 9.87
-0.16; -0.19; 9.79
-0.23; -0.2; 9.45
-0.34; -0.27; 9.81
-0.25; -0.25; 9.77
-0.25; -0.17; 9.86
-0.21; -0.24; 9.7
-0.25; -0.26; 9.71
-0.29; -0.29; 9.75
-0.29; -0.24; 9.91
-0.31; -0.28; 9.66
-0.27; -0.25; 9.75
-0.31; -0.3; 9.61
-0.32; -0.3; 9.73
-0.26; -0.29; 9.8
-0.22; -0.22; 9.9
-0.25; -0.29; 9.73
-0.2; -0.22; 9.87
-0.39; -0.37; 9.58
-0.29; -0.38; 9.66
-0.18; -0.2; 9.68
-0.26; -0.31; 9.74
-0.26; -0.26; 9.72
-0.24; -0.34; 9.74
-0.32; -0.29; 9.78
-0.26; -0.34; 9.56
-0.25; -0.42; 9.75
-0.24; -0.32; 9.67
-0.19; -0.45; 9.76
-0.21; -0.41; 9.8
-0.29; -0.39; 9.71
-0.21; -0.35; 9.72
-0.23; -0.42; 9.74
-0.23; -0.39; 9.76
-0.19; -0.4; 9.74
-0.28; -0.44; 9.72
-0.19; -0.34; 9.78
-0.22; -0.33; 9.77
-0.24; -0.42; 9.62
-0.23; -0.42; 9.74
-0.25; -0.42; 9.67
-0.25; -0.34; 9.78
-0.29; -0.34; 9.72
-0.3; -0.41; 9.77
-0.22; -0.33; 9.69
-0.3; -0.42; 9.73
-0.21; -0.35; 9.73
-0.27; -0.36; 9.73
-0.27; -0.34; 9.76
-0.21; -0.37; 9.78
-0.26; -0.36; 9.72
-0.22; -0.31; 9.79
-0.32; -0.34; 9.75
-0.21; -0.34; 9.67
-0.25; -0.35; 9.79
-0.24; -0.33; 9.73
-0.23; -0.3; 9.78
-0.26; -0.31; 9.73
-0.18; -1.02; 9.33
-0.3; -0.47; 9.99
-0.31; -0.25; 9.61
-0.33; -0.23; 9.76
-0.35; -0.25; 9.7
-0.3; -0.26; 9.75
-0.29; -0.29; 9.72
-0.27; -0.29; 9.76
-0.25; -0.28; 9.68
-0.26; -0.27; 9.77
-0.28; -0.24; 9.67
-0.28; -0.27; 9.75
-0.28; -0.24; 9.73
-0.21; -0.27; 9.69
-0.3; -0.3; 9.7
-0.25; -0.29; 9.7
-0.27; -0.27; 9.72
-0.27; -0.26; 9.73
-0.29; -0.29; 9.75
-0.26; -0.22; 9.7
-0.25; -0.27; 9.7
-0.29; -0.24; 9.72
-0.24; -0.3; 9.75
-0.3; -0.29; 9.76
-0.21; -0.22; 9.73
-0.27; -0.27; 9.72
-0.22; -0.27; 9.69
-0.28; -0.27; 9.74
-0.26; -0.25; 9.69
-0.3; -0.29; 9.76
-0.23; -0.23; 9.74
-0.29; -0.26; 9.71
-0.24; -0.25; 9.76
-0.2; -0.22; 9.72
-0.27; -0.22; 9.75
-0.27; -0.14; 9.91
-0.14; -0.11; 9.53
-0.29; -0.14; 9.53
-0.37; -0.16; 9.81
