"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.708972495E0;-4.372883439E-1;4.689334393E0;8.476573944E0;9.697081209E0
1.711153667E0;-4.420739710E-1;4.679762840E0;8.495717049E0;9.709419025E0
1.713326163E0;-4.325026870E-1;4.679762840E0;8.519644737E0;9.729932439E0
1.715499910E0;-4.462614357E-1;4.655834675E0;8.534600258E0;9.732181017E0
1.717667767E0;-4.420739710E-1;4.689334393E0;8.562715530E0;9.772685593E0
1.719839194E0;-4.558327198E-1;4.670191765E0;8.562715530E0;9.764147267E0
1.722007509E0;-4.229314029E-1;4.655834675E0;8.558527946E0;9.752131465E0
1.724183534E0;-4.229314029E-1;4.670191765E0;8.586644173E0;9.783660881E0
1.726362429E0;-4.181457460E-1;4.670191765E0;8.596215248E0;9.791856493E0
1.728497520E0;-4.079762697E-1;4.646263599E0;8.601598740E0;9.784769336E0
1.730679781E0;-4.037888348E-1;4.660620213E0;8.605786324E0;9.795100022E0
1.732852907E0;-3.984049559E-1;4.636692047E0;8.630312920E0;9.805097691E0
1.735018150E0;-4.079762697E-1;4.641477585E0;8.648857117E0;9.824076966E0
1.737207288E0;-4.031906128E-1;4.641477585E0;8.630312920E0;9.807557185E0
1.739374828E0;-3.840480447E-1;4.622334957E0;8.635098457E0;9.801958923E0
1.741550702E0;-3.894318938E-1;4.651049137E0;8.624929428E0;9.806799831E0
1.743712425E0;-3.936193287E-1;4.651049137E0;8.644071579E0;9.823806172E0
1.745872052E0;-3.888336718E-1;4.646263599E0;8.658429146E0;9.833989645E0
1.748061383E0;-3.798605800E-1;4.660620213E0;8.682356834E0;9.861490507E0
1.750230592E0;-3.840480447E-1;4.646263599E0;8.682356834E0;9.854875876E0
1.752405713E0;-3.750749528E-1;4.651049137E0;8.691927910E0;9.865219211E0
1.754569542E0;-3.696911037E-1;4.641477585E0;8.672785759E0;9.843637463E0
1.756733880E0;-3.792623878E-1;4.651049137E0;8.682356834E0;9.856947714E0
1.758913730E0;-3.888336718E-1;4.651049137E0;8.653642654E0;9.832038491E0
1.761081627E0;-3.936193287E-1;4.651049137E0;8.644071579E0;9.823806172E0
1.763255333E0;-4.079762697E-1;4.655834675E0;8.634500504E0;9.818240173E0
1.765424543E0;-3.990031779E-1;4.670191765E0;8.620143890E0;9.812072938E0
1.767596133E0;-4.085744619E-1;4.660620213E0;8.591429710E0;9.782687684E0
1.769770072E0;-3.894318938E-1;4.655834675E0;8.586644173E0;9.775423871E0
1.771939638E0;-3.942175210E-1;4.660620213E0;8.591429710E0;9.782098583E0
1.774109693E0;-3.942175210E-1;4.651049137E0;8.582456589E0;9.769658470E0
1.776283644E0;-3.990031779E-1;4.679762840E0;8.581858635E0;9.783030277E0
1.778462813E0;-3.846462369E-1;4.674977303E0;8.581858635E0;9.780166826E0
1.780609683E0;-3.942175210E-1;4.684548378E0;8.557929993E0;9.764147004E0
1.782794212E0;-3.798605800E-1;4.679762840E0;8.548358917E0;9.752892621E0
1.784960462E0;-3.798605800E-1;4.694119930E0;8.557929993E0;9.768173920E0
1.787138675E0;-3.750749528E-1;4.684548378E0;8.567501068E0;9.771783321E0
1.789300509E0;-3.702892959E-1;4.689334393E0;8.572287560E0;9.778092105E0
1.791464898E0;-3.846462369E-1;4.689334393E0;8.577073097E0;9.782841749E0
1.793647861E0;-3.702892959E-1;4.694119930E0;8.562715530E0;9.771999454E0
1.795819207E0;-3.702892959E-1;4.689334393E0;8.548358917E0;9.757121060E0
1.797996342E0;-3.607180119E-1;4.703691006E0;8.548358917E0;9.763670762E0
1.800170475E0;-3.702892959E-1;4.694119930E0;8.548358917E0;9.759421922E0
1.802324751E0;-3.655036688E-1;4.684548378E0;8.538787842E0;9.746254883E0
1.804503890E0;-3.607180119E-1;4.679762840E0;8.572287560E0;9.773147483E0
1.806673578E0;-3.607180119E-1;4.689334393E0;8.567501068E0;9.773538207E0
1.808859563E0;-3.655036688E-1;4.679762840E0;8.577073097E0;9.777523004E0
1.811013176E0;-3.607180119E-1;4.689334393E0;8.557929993E0;9.765149271E0
1.813180759E0;-3.702892959E-1;4.670191765E0;8.557929993E0;9.756329794E0
1.815355483E0;-3.607180119E-1;4.679762840E0;8.572287560E0;9.773147483E0
1.817530725E0;-3.702892959E-1;4.674977303E0;8.581858635E0;9.779612701E0
1.819699751E0;-3.655036688E-1;4.660620213E0;8.615358353E0;9.802008633E0
1.821861942E0;-3.559323549E-1;4.679762840E0;8.624929428E0;9.819178974E0
1.824012730E0;-3.559323549E-1;4.679762840E0;8.639286041E0;9.831791871E0
1.826210260E0;-3.607180119E-1;4.655834675E0;8.653642654E0;9.833231676E0
1.828380955E0;-3.511467278E-1;4.660620213E0;8.668000221E0;9.847787194E0
1.830560653E0;-3.559323549E-1;4.655834675E0;8.653642654E0;9.833057284E0
1.832723139E0;-3.559323549E-1;4.631906509E0;8.659027100E0;9.826494597E0
1.834891566E0;-3.559323549E-1;4.636692047E0;8.649456024E0;9.820320285E0
1.837066441E0;-3.607180119E-1;4.636692047E0;8.644669533E0;9.816279435E0
1.839237786E0;-3.511467278E-1;4.641477585E0;8.644669533E0;9.818193802E0
1.841408583E0;-3.607180119E-1;4.636692047E0;8.630312920E0;9.803638698E0
1.843579584E0;-3.655036688E-1;4.641477585E0;8.644669533E0;9.818717759E0
1.845753850E0;-3.511467278E-1;4.631906509E0;8.635098457E0;9.805242848E0
1.847921860E0;-3.607180119E-1;4.631906509E0;8.639883995E0;9.809804832E0
1.850092086E0;-3.649054468E-1;4.627120972E0;8.659027100E0;9.824568936E0
1.852262487E0;-3.744767308E-1;4.622334957E0;8.639883995E0;9.805804848E0
1.854438380E0;-3.744767308E-1;4.627120972E0;8.635098457E0;9.803846525E0
1.856622432E0;-3.840480447E-1;4.641477585E0;8.648857117E0;9.823112363E0
1.858776088E0;-3.846462369E-1;4.646263599E0;8.644071579E0;9.821185856E0
1.860945958E0;-3.750749528E-1;4.651049137E0;8.629714966E0;9.810449515E0
1.863112421E0;-3.990031779E-1;4.651049137E0;8.620143890E0;9.802976196E0
1.865284317E0;-3.990031779E-1;4.655834675E0;8.644071579E0;9.826289916E0
1.867447088E0;-3.990031779E-1;4.651049137E0;8.624929428E0;9.807184573E0
1.869631525E0;-3.894318938E-1;4.660620213E0;8.644071579E0;9.828174369E0
1.871800796E0;-3.984049559E-1;4.651049137E0;8.648857117E0;9.828210112E0
1.873975296E0;-3.990031779E-1;4.660620213E0;8.634500504E0;9.820141712E0
1.876141251E0;-3.990031779E-1;4.665405750E0;8.648857117E0;9.835036542E0
1.878311560E0;-4.037888348E-1;4.660620213E0;8.648857117E0;9.832962708E0
1.880484269E0;-3.984049559E-1;4.660620213E0;8.672785759E0;9.853797242E0
1.882655686E0;-3.846462369E-1;4.670191765E0;8.653642654E0;9.840943808E0
1.884826625E0;-4.037888348E-1;4.684548378E0;8.648857117E0;9.844326709E0
1.887000107E0;-3.894318938E-1;4.665405750E0;8.677571297E0;9.859914382E0
1.889169613E0;-3.894318938E-1;4.670191765E0;8.668000221E0;9.853759494E0
1.891327134E0;-3.990031779E-1;4.674977303E0;8.663214684E0;9.852203052E0
1.893507971E0;-3.750749528E-1;4.674977303E0;8.658429146E0;9.847054853E0
1.895676998E0;-3.750749528E-1;4.670191765E0;8.672785759E0;9.857412701E0
1.897852444E0;-3.655036688E-1;4.674977303E0;8.677571297E0;9.863531280E0
1.900019059E0;-3.702892959E-1;4.665405750E0;8.677571297E0;9.859176872E0
1.902180944E0;-3.655036688E-1;4.679762840E0;8.663214684E0;9.853175215E0
1.904366674E0;-3.559323549E-1;4.670191765E0;8.672785759E0;9.856702886E0
1.906535590E0;-3.702892959E-1;4.674977303E0;8.658429146E0;9.846873728E0
1.908711128E0;-3.511467278E-1;4.670191765E0;8.663214684E0;9.848110671E0
1.910876348E0;-3.607180119E-1;4.665405750E0;8.653642654E0;9.837766997E0
1.913047197E0;-3.750749528E-1;4.674977303E0;8.639286041E0;9.830226717E0
1.915219285E0;-3.942175210E-1;4.674977303E0;8.629714966E0;9.822565888E0
1.917389563E0;-3.798605800E-1;4.646263599E0;8.629714966E0;9.808365811E0
1.919560817E0;-3.936193287E-1;4.651049137E0;8.624929428E0;9.806967008E0
1.921731106E0;-3.942175210E-1;4.655834675E0;8.610571861E0;9.796639819E0
1.923895494E0;-4.031906128E-1;4.651049137E0;8.605786324E0;9.790524960E0
1.926058215E0;-3.984049559E-1;4.655834675E0;8.648857117E0;9.830475698E0
1.928230649E0;-4.127618968E-1;4.622334957E0;8.611170769E0;9.782055758E0
1.930416358E0;-4.079762697E-1;4.631906509E0;8.615358353E0;9.790066501E0
1.932587531E0;-4.079762697E-1;4.622334957E0;8.615956306E0;9.786068065E0
1.934755103E0;-4.031906128E-1;4.603192329E0;8.635098457E0;9.793715723E0
1.936928149E0;-4.079762697E-1;4.564907551E0;8.639883995E0;9.780205572E0
1.939099606E0;-4.366901219E-1;4.579264164E0;8.673383713E0;9.817736174E0
1.941271176E0;-4.462614357E-1;4.622334957E0;8.691927910E0;9.854681147E0
1.943437974E0;-4.468596280E-1;4.708476543E0;8.663214684E0;9.870193693E0
1.945598549E0;-4.277170599E-1;4.737190723E0;8.657830238E0;9.878357266E0
1.947783322E0;-3.990031779E-1;4.727619171E0;8.691329956E0;9.901959552E0
1.949951199E0;-3.750749528E-1;4.694119930E0;8.696713448E0;9.889806263E0
1.952125282E0;-3.553341627E-1;4.636692047E0;8.711071014E0;9.874610561E0
1.954293139E0;-3.601198196E-1;4.627120972E0;8.706285477E0;9.866070219E0
1.956463580E0;-3.601198196E-1;4.612763882E0;8.692526817E0;9.847197540E0
1.958636666E0;-3.649054468E-1;4.612763882E0;8.692526817E0;9.847373715E0
1.960809059E0;-3.840480447E-1;4.631906509E0;8.677571297E0;9.843896303E0
1.962980039E0;-3.792623878E-1;4.622334957E0;8.673383713E0;9.835517548E0
1.965146431E0;-3.792623878E-1;4.636692047E0;8.696713448E0;9.862838227E0
1.967304024E0;-3.888336718E-1;4.636692047E0;8.677571297E0;9.846336800E0
1.969478024E0;-3.744767308E-1;4.617549419E0;8.682954788E0;9.841529318E0
1.971662524E0;-3.984049559E-1;4.617549419E0;8.697312355E0;9.855137308E0
1.973837400E0;-3.888336718E-1;4.631906509E0;8.725427628E0;9.886295404E0
1.976012551E0;-3.984049559E-1;4.607978344E0;8.716454506E0;9.867561506E0
1.978191852E0;-3.936193287E-1;4.617549419E0;8.739784241E0;9.892447998E0
1.980334531E0;-3.888336718E-1;4.607978344E0;8.740383148E0;9.888324106E0
1.982517067E0;-3.792623878E-1;4.598406792E0;8.745168686E0;9.887727764E0
1.984682626E0;-3.696911037E-1;4.607978344E0;8.730812073E0;9.879130295E0
1.986858102E0;-3.649054468E-1;4.584050179E0;8.730812073E0;9.867813916E0
1.989013691E0;-3.553341627E-1;4.607978344E0;8.730812073E0;9.878603456E0
1.991188607E0;-3.696911037E-1;4.598406792E0;8.721240044E0;9.866207196E0
1.993372506E0;-3.601198196E-1;4.598406792E0;8.730812073E0;9.874315711E0
1.995546375E0;-3.792623878E-1;4.593621254E0;8.730812073E0;9.872804851E0
1.997715910E0;-3.840480447E-1;4.579264164E0;8.711668968E0;9.849382183E0
1.999883176E0;-3.744767308E-1;4.584050179E0;8.697312355E0;9.838546186E0
2.002055408E0;-3.792623878E-1;4.598406792E0;8.702097893E0;9.849654447E0
2.004226286E0;-3.792623878E-1;4.612763882E0;8.692526817E0;9.847916178E0
2.006393890E0;-3.936193287E-1;4.607978344E0;8.697312355E0;9.850464090E0
2.008555958E0;-3.888336718E-1;4.612763882E0;8.692526817E0;9.848289431E0
2.010732369E0;-3.936193287E-1;4.598406792E0;8.687741280E0;9.837536772E0
2.012878538E0;-3.984049559E-1;4.612763882E0;8.663812637E0;9.823337852E0
2.015059041E0;-4.031906128E-1;4.607978344E0;8.673383713E0;9.829731030E0
2.017237162E0;-4.079762697E-1;4.603192329E0;8.687741280E0;9.840359384E0
2.019413735E0;-4.031906128E-1;4.627120972E0;8.687142372E0;9.850850407E0
2.021582396E0;-4.031906128E-1;4.612763882E0;8.687741280E0;9.844643307E0
2.023749195E0;-4.079762697E-1;4.622334957E0;8.677571297E0;9.840359175E0
2.025915190E0;-4.079762697E-1;4.612763882E0;8.673383713E0;9.832172715E0
2.028094777E0;-4.031906128E-1;4.622334957E0;8.672785759E0;9.835942047E0
2.030266560E0;-3.984049559E-1;4.598406792E0;8.649456024E0;9.803935998E0
2.032435953E0;-4.031906128E-1;4.617549419E0;8.654241562E0;9.817342936E0
2.034599008E0;-4.079762697E-1;4.603192329E0;8.630312920E0;9.789694855E0
2.036778177E0;-3.984049559E-1;4.612763882E0;8.620741844E0;9.785372097E0
2.038948731E0;-4.031906128E-1;4.603192329E0;8.611170769E0;9.772625251E0
2.041121866E0;-4.031906128E-1;4.607978344E0;8.606385231E0;9.770664964E0
2.043294504E0;-3.984049559E-1;4.603192329E0;8.596813202E0;9.759779883E0
2.045474090E0;-3.840480447E-1;4.584050179E0;8.601598740E0;9.754409763E0
2.047633707E0;-3.936193287E-1;4.593621254E0;8.577671051E0;9.738209952E0
2.049803740E0;-3.936193287E-1;4.588835716E0;8.601598740E0;9.757041062E0
2.051971608E0;-3.840480447E-1;4.579264164E0;8.596813202E0;9.747940829E0
2.054145212E0;-3.840480447E-1;4.574478626E0;8.606385231E0;9.754138319E0
2.056317637E0;-3.840480447E-1;4.574478626E0;8.606385231E0;9.754138319E0
2.058487682E0;-3.792623878E-1;4.569693089E0;8.615956306E0;9.760155632E0
2.060658874E0;-3.888336718E-1;4.574478626E0;8.611170769E0;9.758550524E0
2.062828664E0;-3.840480447E-1;4.555335999E0;8.596813202E0;9.736723072E0
2.064997966E0;-3.840480447E-1;4.564907551E0;8.606385231E0;9.749653358E0
2.067160258E0;-3.792623878E-1;4.579264164E0;8.596813202E0;9.747753458E0
2.069341755E0;-3.936193287E-1;4.560121536E0;8.611170769E0;9.752020642E0
2.071512196E0;-3.792623878E-1;4.579264164E0;8.596813202E0;9.747753458E0
2.073685791E0;-3.888336718E-1;4.579264164E0;8.620741844E0;9.769239574E0
2.075853435E0;-3.744767308E-1;4.579264164E0;8.601598740E0;9.751789271E0
2.078022197E0;-3.744767308E-1;4.574478626E0;8.620741844E0;9.766436273E0
2.080194987E0;-3.888336718E-1;4.584050179E0;8.611170769E0;9.763041005E0
2.082366445E0;-3.888336718E-1;4.584050179E0;8.625527382E0;9.775706127E0
2.084537273E0;-3.936193287E-1;4.598406792E0;8.625527382E0;9.782637876E0
2.086710633E0;-3.984049559E-1;4.588835716E0;8.630312920E0;9.782557990E0
2.088886527E0;-4.127618968E-1;4.593621254E0;8.635098457E0;9.789619705E0
2.091051209E0;-4.079762697E-1;4.593621254E0;8.625527382E0;9.780977634E0
2.093221995E0;-4.079762697E-1;4.584050179E0;8.625527382E0;9.776486245E0
2.095392761E0;-4.079762697E-1;4.593621254E0;8.635098457E0;9.789419096E0
2.097563630E0;-4.079762697E-1;4.588835716E0;8.615956306E0;9.770289706E0
2.099735393E0;-4.079762697E-1;4.588835716E0;8.625527382E0;9.778731026E0
2.101904918E0;-3.936193287E-1;4.584050179E0;8.630312920E0;9.780120311E0
2.104075919E0;-3.936193287E-1;4.584050179E0;8.639883995E0;9.788567192E0
2.106246604E0;-3.792623878E-1;4.584050179E0;8.649456024E0;9.796450659E0
2.108417878E0;-3.888336718E-1;4.588835716E0;8.654241562E0;9.803290359E0
2.110589376E0;-3.649054468E-1;4.588835716E0;8.663812637E0;9.810821506E0
2.112761018E0;-3.649054468E-1;4.607978344E0;8.673383713E0;9.828235113E0
2.114934002E0;-3.457628787E-1;4.588835716E0;8.692526817E0;9.835496310E0
2.117117871E0;-3.457628787E-1;4.593621254E0;8.697312355E0;9.841958667E0
2.119286581E0;-3.457628787E-1;4.598406792E0;8.716454506E0;9.861109276E0
2.121455852E0;-3.601198196E-1;4.607978344E0;8.725427628E0;9.874018330E0
2.123614493E0;-3.457628787E-1;4.593621254E0;8.740383148E0;9.880040778E0
2.125784079E0;-3.457628787E-1;4.588835716E0;8.740383148E0;9.877816701E0
2.127968417E0;-3.505485058E-1;4.607978344E0;8.744570732E0;9.890594823E0
2.130141827E0;-3.457628787E-1;4.598406792E0;8.759525299E0;9.899201001E0
2.132319134E0;-3.649054468E-1;4.593621254E0;8.730812073E0;9.872263756E0
2.134513704E0;-3.649054468E-1;4.588835716E0;8.726025581E0;9.865804157E0
2.136679466E0;-3.553341627E-1;4.588835716E0;8.726025581E0;9.865454781E0
2.138821800E0;-3.553341627E-1;4.588835716E0;8.735597610E0;9.873922281E0
2.140984468E0;-3.553341627E-1;4.574478626E0;8.745168686E0;9.875732500E0
2.143160229E0;-3.744767308E-1;4.584050179E0;8.754739761E0;9.889348672E0
2.145354942E0;-3.553341627E-1;4.560121536E0;8.730812073E0;9.856371048E0
2.147506350E0;-3.696911037E-1;4.584050179E0;8.711668968E0;9.851059017E0
2.149677878E0;-3.601198196E-1;4.588835716E0;8.730812073E0;9.869862155E0
2.151843895E0;-3.457628787E-1;4.588835716E0;8.697312355E0;9.839725982E0
2.154016228E0;-3.553341627E-1;4.569693089E0;8.678169250E0;9.814223292E0
2.156176801E0;-3.601198196E-1;4.574478626E0;8.687741280E0;9.825089797E0
2.158361555E0;-3.601198196E-1;4.579264164E0;8.687741280E0;9.827318816E0
2.160531048E0;-3.649054468E-1;4.588835716E0;8.711668968E0;9.853108414E0
2.162706006E0;-3.744767308E-1;4.588835716E0;8.726025581E0;9.866162805E0
2.164871554E0;-3.840480447E-1;4.588835716E0;8.706883430E0;9.849605332E0
2.167028445E0;-3.984049559E-1;4.584050179E0;8.697312355E0;9.839486000E0
2.169204023E0;-4.079762697E-1;4.593621254E0;8.692526817E0;9.840112974E0
2.171385542E0;-4.127618968E-1;4.603192329E0;8.668598175E0;9.823662572E0
2.173559848E0;-4.271188378E-1;4.579264164E0;8.659027100E0;9.804633654E0
2.175730380E0;-4.319044948E-1;4.593621254E0;8.639883995E0;9.794666567E0
2.177895389E0;-4.319044948E-1;4.593621254E0;8.615956306E0;9.773566432E0
2.180057172E0;-4.223332107E-1;4.588835716E0;8.615956306E0;9.770899736E0
2.182242495E0;-4.127618968E-1;4.588835716E0;8.620741844E0;9.774711022E0
2.184412580E0;-4.031906128E-1;4.607978344E0;8.611170769E0;9.774880516E0
2.186584476E0;-3.936193287E-1;4.584050179E0;8.611170769E0;9.763232775E0
2.188748203E0;-3.936193287E-1;4.603192329E0;8.601598740E0;9.763801343E0
2.190938999E0;-3.888336718E-1;4.617549419E0;8.625527382E0;9.791459385E0
2.193094953E0;-3.984049559E-1;4.617549419E0;8.615956306E0;9.783414139E0
2.195267805E0;-3.649054468E-1;4.622334957E0;8.620741844E0;9.788581429E0
2.197433262E0;-3.601198196E-1;4.607978344E0;8.625527382E0;9.785850669E0
2.199607537E0;-3.505485058E-1;4.607978344E0;8.611170769E0;9.772850694E0
2.201773908E0;-3.505485058E-1;4.607978344E0;8.611170769E0;9.772850694E0
2.203951755E0;-3.744767308E-1;4.598406792E0;8.625527382E0;9.781886345E0
2.206120121E0;-3.840480447E-1;4.593621254E0;8.615956306E0;9.771568564E0
2.208292383E0;-3.696911037E-1;4.588835716E0;8.630312920E0;9.781430664E0
2.210461571E0;-3.792623878E-1;4.588835716E0;8.644669533E0;9.794466015E0
2.212638391E0;-3.984049559E-1;4.584050179E0;8.635098457E0;9.784537185E0
2.214802382E0;-3.744767308E-1;4.593621254E0;8.644669533E0;9.796524913E0
2.216971521E0;-3.888336718E-1;4.593621254E0;8.630312920E0;9.784418682E0
2.219145461E0;-3.888336718E-1;4.579264164E0;8.639883995E0;9.786135466E0
2.221312310E0;-3.840480447E-1;4.584050179E0;8.630312920E0;9.779739773E0
2.223463312E0;-3.649054468E-1;4.593621254E0;8.639883995E0;9.791940955E0
2.225659855E0;-3.696911037E-1;4.588835716E0;8.639883995E0;9.789876413E0
2.227829411E0;-3.696911037E-1;4.584050179E0;8.625527382E0;9.774963436E0
2.230007226E0;-3.792623878E-1;4.593621254E0;8.635098457E0;9.788264481E0
2.232171533E0;-3.649054468E-1;4.593621254E0;8.625527382E0;9.779275782E0
2.234344802E0;-3.649054468E-1;4.603192329E0;8.620741844E0;9.779556511E0
2.236514317E0;-3.649054468E-1;4.598406792E0;8.620741844E0;9.777304892E0
2.238685145E0;-3.457628787E-1;4.584050179E0;8.620741844E0;9.769864787E0
2.240854598E0;-3.553341627E-1;4.603192329E0;8.611170769E0;9.770767830E0
2.243025700E0;-3.649054468E-1;4.607978344E0;8.615956306E0;9.777592929E0
2.245197809E0;-3.649054468E-1;4.593621254E0;8.620741844E0;9.775055097E0
2.247369044E0;-3.511467278E-1;4.612763882E0;8.601598740E0;9.766698292E0
2.249539046E0;-3.457628787E-1;4.598406792E0;8.620741844E0;9.776609174E0
2.251710382E0;-3.505485058E-1;4.588835716E0;8.635098457E0;9.784948792E0
2.253879389E0;-3.505485058E-1;4.584050179E0;8.606385231E0;9.757369883E0
2.256045466E0;-3.457628787E-1;4.593621254E0;8.615956306E0;9.770138754E0
2.258222692E0;-3.505485058E-1;4.598406792E0;8.625527382E0;9.780999534E0
2.260393030E0;-3.314059377E-1;4.588835716E0;8.644669533E0;9.792729673E0
2.262566340E0;-3.409772217E-1;4.603192329E0;8.625527382E0;9.782912026E0
2.264734899E0;-3.457628787E-1;4.584050179E0;8.639883995E0;9.786759599E0
2.266903752E0;-3.457628787E-1;4.588835716E0;8.635098457E0;9.784778514E0
2.269061437E0;-3.601198196E-1;4.584050179E0;8.630312920E0;9.778829348E0
2.271234644E0;-3.553341627E-1;4.579264164E0;8.639883995E0;9.784861680E0
2.273417303E0;-3.649054468E-1;4.584050179E0;8.635098457E0;9.783230417E0
2.275587601E0;-3.696911037E-1;4.579264164E0;8.639883995E0;9.785393566E0
2.277756201E0;-3.840480447E-1;4.593621254E0;8.639883995E0;9.792673005E0
2.279953058E0;-3.744767308E-1;4.598406792E0;8.630312920E0;9.786106424E0
2.282103632E0;-3.792623878E-1;4.598406792E0;8.644669533E0;9.798953838E0
2.284276475E0;-3.840480447E-1;4.598406792E0;8.630312920E0;9.786477355E0
2.286436529E0;-3.744767308E-1;4.593621254E0;8.635098457E0;9.788080221E0
2.288602352E0;-3.936193287E-1;4.579264164E0;8.635098457E0;9.782102117E0
2.290787491E0;-3.840480447E-1;4.588835716E0;8.654241562E0;9.803101710E0
2.292957403E0;-3.792623878E-1;4.579264164E0;8.649456024E0;9.794212054E0
2.295130692E0;-3.840480447E-1;4.593621254E0;8.630312920E0;9.784229669E0
2.297298427E0;-3.840480447E-1;4.598406792E0;8.639883995E0;9.794918753E0
2.299465429E0;-3.840480447E-1;4.584050179E0;8.630312920E0;9.779739773E0
2.301622381E0;-3.744767308E-1;4.588835716E0;8.620741844E0;9.773169189E0
2.303814917E0;-3.696911037E-1;4.584050179E0;8.611170769E0;9.762297351E0
2.305983486E0;-3.744767308E-1;4.584050179E0;8.615956306E0;9.766701180E0
2.308159928E0;-3.696911037E-1;4.588835716E0;8.601598740E0;9.756105044E0
2.310323645E0;-3.649054468E-1;4.569693089E0;8.615956306E0;9.759608290E0
2.312495835E0;-3.649054468E-1;4.579264164E0;8.635098457E0;9.780988786E0
2.314663672E0;-3.649054468E-1;4.564907551E0;8.630312920E0;9.770048005E0
2.316828366E0;-3.744767308E-1;4.564907551E0;8.649456024E0;9.787323602E0
2.319007687E0;-3.601198196E-1;4.579264164E0;8.663812637E0;9.806171321E0
2.321175269E0;-3.649054468E-1;4.574478626E0;8.668598175E0;9.808343642E0
2.323334703E0;-3.553341627E-1;4.579264164E0;8.668598175E0;9.810225123E0
2.325515642E0;-3.553341627E-1;4.569693089E0;8.697312355E0;9.831154535E0
2.327659563E0;-3.649054468E-1;4.574478626E0;8.706883430E0;9.842196389E0
2.329850795E0;-3.505485058E-1;4.569693089E0;8.711668968E0;9.843686067E0
2.332013749E0;-3.601198196E-1;4.579264164E0;8.702097893E0;9.840012922E0
2.334186266E0;-3.409772217E-1;4.555335999E0;8.697312355E0;9.823980544E0
2.336378639E0;-3.457628787E-1;4.560121536E0;8.697312355E0;9.826367721E0
2.338549567E0;-3.601198196E-1;4.555335999E0;8.706883430E0;9.833137415E0
2.340720801E0;-3.361915946E-1;4.560121536E0;8.687741280E0;9.817564961E0
2.342880897E0;-3.601198196E-1;4.564907551E0;8.697312355E0;9.829105220E0
2.345034553E0;-3.505485058E-1;4.564907551E0;8.692526817E0;9.824524806E0
2.347229896E0;-3.409772217E-1;4.569693089E0;8.687741280E0;9.822179439E0
2.349401607E0;-3.505485058E-1;4.569693089E0;8.687741280E0;9.822516364E0
2.351573156E0;-3.361915946E-1;4.574478626E0;8.697312355E0;9.832706733E0
2.353744705E0;-3.170489967E-1;4.555335999E0;8.702097893E0;9.827416439E0
2.355914640E0;-3.218346536E-1;4.569693089E0;8.711668968E0;9.842705354E0
2.358091174E0;-3.409772217E-1;4.560121536E0;8.716454506E0;9.843147517E0
2.360255988E0;-3.361915946E-1;4.555335999E0;8.711668968E0;9.836528202E0
2.362426419E0;-3.409772217E-1;4.550550461E0;8.716454506E0;9.838717097E0
2.364593289E0;-3.409772217E-1;4.555335999E0;8.706883430E0;9.832454963E0
2.366751666E0;-3.505485058E-1;4.574478626E0;8.706883430E0;9.841674554E0
2.368925830E0;-3.314059377E-1;4.560121536E0;8.702097893E0;9.830109158E0
2.371110481E0;-3.553341627E-1;4.569693089E0;8.673383713E0;9.809991963E0
2.373285916E0;-3.505485058E-1;4.569693089E0;8.711668968E0;9.843686067E0
2.375453854E0;-3.601198196E-1;4.574478626E0;8.706883430E0;9.842020121E0
2.377615690E0;-3.505485058E-1;4.579264164E0;8.678169250E0;9.818511398E0
2.379774188E0;-3.314059377E-1;4.584050179E0;8.706883430E0;9.845464184E0
2.381965370E0;-2.979064286E-1;4.588835716E0;8.678169250E0;9.821241419E0
2.384135313E0;-3.601198196E-1;4.593621254E0;8.635098457E0;9.787541462E0
2.386310392E0;-4.031906128E-1;4.569693089E0;8.654241562E0;9.794924941E0
2.388473336E0;-3.840480447E-1;4.545764923E0;8.673383713E0;9.799951871E0
2.390632515E0;-3.505485058E-1;4.526622295E0;8.687741280E0;9.802552841E0
2.392806120E0;-3.218346536E-1;4.512265205E0;8.673981667E0;9.782743622E0
2.394990863E0;-3.026920557E-1;4.545764923E0;8.687741280E0;9.809813951E0
2.397163359E0;-3.074777126E-1;4.564907551E0;8.721240044E0;9.848499956E0
2.399341083E0;-3.074777126E-1;4.584050179E0;8.721240044E0;9.857387406E0
2.401527291E0;-3.170489967E-1;4.588835716E0;8.711668968E0;9.851452152E0
2.403671863E0;-3.122633696E-1;4.579264164E0;8.702097893E0;9.838377734E0
2.405842243E0;-3.074777126E-1;4.574478626E0;8.682954788E0;9.819068240E0
2.408008757E0;-3.026920557E-1;4.569693089E0;8.673383713E0;9.808226263E0
2.410183947E0;-3.170489967E-1;4.555335999E0;8.673383713E0;9.801999345E0
2.412347502E0;-3.170489967E-1;4.550550461E0;8.678169250E0;9.804011990E0
2.414525725E0;-3.170489967E-1;4.560121536E0;8.673383713E0;9.804224269E0
2.416685556E0;-3.122633696E-1;4.564907551E0;8.702097893E0;9.831703672E0
2.418871877E0;-3.170489967E-1;4.574478626E0;8.682954788E0;9.819372619E0
2.421038562E0;-3.074777126E-1;4.593621254E0;8.711668968E0;9.853378861E0
2.423209512E0;-2.931207716E-1;4.569693089E0;8.706883430E0;9.837572555E0
2.425384683E0;-2.979064286E-1;4.588835716E0;8.730812073E0;9.867788046E0
